Patient	Stat	window	sput.val	cult.val
Patient 2	theta	1760000	5.1442e-05	1.8247e-05
Patient 2	td	1760000	-1.924358694	-1.840363587
Patient 2	pi	1770000	1.6209e-05	6.025e-06
Patient 2	theta	1770000	5.2113e-05	2.0626e-05
Patient 2	td	1770000	-1.922452678	-1.867394802
Patient 2	pi	1780000	1.6916e-05	6.182e-06
Patient 2	theta	1780000	5.4432e-05	2.1182e-05
Patient 2	td	1780000	-1.923630784	-1.877323702
Patient 2	pi	1790000	1.7459e-05	6.264e-06
Patient 2	theta	1790000	5.619e-05	2.1294e-05
Patient 2	td	1790000	-1.925796122	-1.876885834
Patient 2	pi	1800000	1.4462e-05	5.779e-06
Patient 2	theta	1800000	5.0833e-05	2.0096e-05
Patient 2	td	1800000	-1.996492636	-1.861837822
Patient 2	pi	1810000	1.4723e-05	5.316e-06
Patient 2	theta	1810000	5.1759e-05	1.8459e-05
Patient 2	td	1810000	-1.996772868	-1.836232814
Patient 2	pi	1820000	1.4024e-05	5.275e-06
Patient 2	theta	1820000	4.9256e-05	1.828e-05
Patient 2	td	1820000	-1.989783045	-1.730870715
Patient 2	pi	1830000	1.4351e-05	7.603e-06
Patient 2	theta	1830000	5.0424e-05	2.6518e-05
Patient 2	td	1830000	-1.989405918	-1.909392081
Patient 2	pi	1840000	1.575e-05	7.997e-06
Patient 2	theta	1840000	5.5416e-05	2.7955e-05
Patient 2	td	1840000	-2.000552516	-1.943764346
Patient 2	pi	1850000	1.4792e-05	8.443e-06
Patient 2	theta	1850000	5.2028e-05	2.9536e-05
Patient 2	td	1850000	-1.998127242	-1.950708693
Patient 2	pi	1860000	1.6383e-05	8.906e-06
Patient 2	theta	1860000	5.766e-05	3.1175e-05
Patient 2	td	1860000	-2.002173126	-1.954349096
Patient 2	pi	1870000	1.6194e-05	9.555e-06
Patient 2	theta	1870000	5.6518e-05	3.3626e-05
Patient 2	td	1870000	-1.993859223	-1.963134503
Patient 2	pi	1880000	1.6149e-05	9.641e-06
Patient 2	theta	1880000	5.6341e-05	3.3932e-05
Patient 2	td	1880000	-1.99099471	-1.971562013
Patient 2	pi	1890000	1.5391e-05	1.048e-05
Patient 2	theta	1890000	5.3804e-05	3.7072e-05
Patient 2	td	1890000	-1.990641386	-1.978704927
Patient 2	pi	1900000	1.6854e-05	1.1802e-05
Patient 2	theta	1900000	5.8975e-05	4.1751e-05
Patient 2	td	1900000	-1.996341324	-1.983244659
Patient 2	pi	1910000	1.7032e-05	1.272e-05
Patient 2	theta	1910000	5.961e-05	4.5001e-05
Patient 2	td	1910000	-1.998345665	-1.991784158
Patient 2	pi	1920000	1.6947e-05	1.1722e-05
Patient 2	theta	1920000	5.9353e-05	4.1469e-05
Patient 2	td	1920000	-2.001097183	-1.990733891
Patient 2	pi	1930000	1.5935e-05	9.062e-06
Patient 2	theta	1930000	5.5772e-05	3.2057e-05
Patient 2	td	1930000	-1.999525295	-1.974181003
Patient 2	pi	1940000	1.5121e-05	8.497e-06
Patient 2	theta	1940000	5.2524e-05	3.0058e-05
Patient 2	td	1940000	-1.990108082	-1.958852551
Patient 2	pi	1950000	1.5806e-05	8.483e-06
Patient 2	theta	1950000	5.4884e-05	3.0008e-05
Patient 2	td	1950000	-1.989620427	-1.943709366
Patient 2	pi	1960000	1.5429e-05	8.288e-06
Patient 2	theta	1960000	5.3526e-05	2.9317e-05
Patient 2	td	1960000	-1.985571875	-1.915847783
Patient 2	pi	1970000	1.5619e-05	6.561e-06
Patient 2	theta	1970000	5.4725e-05	2.3216e-05
Patient 2	td	1970000	-1.994685487	-1.887217331
Patient 2	pi	1980000	1.5228e-05	7.126e-06
Patient 2	theta	1980000	5.3515e-05	2.5216e-05
Patient 2	td	1980000	-1.994715894	-1.923865659
Patient 2	pi	1990000	1.5291e-05	7.284e-06
Patient 2	theta	1990000	5.374e-05	2.5778e-05
Patient 2	td	1990000	-1.994505212	-1.919492839
Patient 2	pi	2000000	1.4369e-05	5.698e-06
Patient 2	theta	2000000	5.0443e-05	2.0163e-05
Patient 2	td	2000000	-1.984525293	-1.833055526
Patient 2	pi	2010000	1.4032e-05	5.547e-06
Patient 2	theta	2010000	4.9038e-05	1.942e-05
Patient 2	td	2010000	-1.974226397	-1.774581533
Patient 2	pi	2020000	1.431e-05	8.533e-06
Patient 2	theta	2020000	4.9597e-05	2.5958e-05
Patient 2	td	2020000	-1.966892662	-1.708735531
Patient 2	pi	2030000	1.4406e-05	9.328e-06
Patient 2	theta	2030000	4.9946e-05	2.8157e-05
Patient 2	td	2030000	-1.967927438	-1.746843769
Patient 2	pi	2040000	1.3437e-05	9.701e-06
Patient 2	theta	2040000	4.6962e-05	2.9778e-05
Patient 2	td	2040000	-1.972878269	-1.80434268
Patient 2	pi	2050000	1.2749e-05	9.553e-06
Patient 2	theta	2050000	4.4568e-05	2.953e-05
Patient 2	td	2050000	-1.972257676	-1.799011166
Patient 2	pi	2060000	1.4113e-05	1.0917e-05
Patient 2	theta	2060000	4.8529e-05	3.4431e-05
Patient 2	td	2060000	-1.969418882	-1.831763792
Patient 2	pi	2070000	1.4933e-05	1.1664e-05
Patient 2	theta	2070000	5.1261e-05	3.7084e-05
Patient 2	td	2070000	-1.977163971	-1.859561174
Patient 2	pi	2080000	1.4379e-05	1.1288e-05
Patient 2	theta	2080000	4.9369e-05	3.5962e-05
Patient 2	td	2080000	-1.977908799	-1.861527288
Patient 2	pi	2090000	1.6536e-05	1.1687e-05
Patient 2	theta	2090000	5.4939e-05	3.7105e-05
Patient 2	td	2090000	-1.954224599	-1.881754586
Patient 2	pi	2100000	1.6542e-05	1.1696e-05
Patient 2	theta	2100000	5.5254e-05	3.7474e-05
Patient 2	td	2100000	-1.961377648	-1.90143746
Patient 2	pi	2110000	1.6412e-05	1.1302e-05
Patient 2	theta	2110000	5.503e-05	3.6347e-05
Patient 2	td	2110000	-1.965122831	-1.903687093
Patient 2	pi	2120000	1.6972e-05	9.733e-06
Patient 2	theta	2120000	5.715e-05	3.3649e-05
Patient 2	td	2120000	-1.967709047	-1.941862102
Patient 2	pi	2130000	1.6411e-05	9.382e-06
Patient 2	theta	2130000	5.5167e-05	3.2876e-05
Patient 2	td	2130000	-1.965677415	-1.950858302
Patient 2	pi	2140000	1.6889e-05	9.009e-06
Patient 2	theta	2140000	5.6578e-05	3.1559e-05
Patient 2	td	2140000	-1.963700771	-1.958949824
Patient 2	pi	2150000	1.7249e-05	8.884e-06
Patient 2	theta	2150000	5.7802e-05	3.1117e-05
Patient 2	td	2150000	-1.96452415	-1.958549769
Patient 2	pi	2160000	1.4531e-05	7.475e-06
Patient 2	theta	2160000	4.8973e-05	2.6133e-05
Patient 2	td	2160000	-1.96275092	-1.930044543
Patient 2	pi	2170000	1.3605e-05	6.938e-06
Patient 2	theta	2170000	4.5846e-05	2.4232e-05
Patient 2	td	2170000	-1.96094891	-1.915548019
Patient 2	pi	2180000	1.3716e-05	7.265e-06
Patient 2	theta	2180000	4.6035e-05	2.538e-05
Patient 2	td	2180000	-1.957222958	-1.936932344
Patient 2	pi	2190000	1.232e-05	6.425e-06
Patient 2	theta	2190000	4.3116e-05	2.2738e-05
Patient 2	td	2190000	-1.988388424	-1.92294048
Patient 2	pi	2200000	1.2073e-05	7.267e-06
Patient 2	theta	2200000	4.2241e-05	2.5715e-05
Patient 2	td	2200000	-1.987032799	-1.916079342
Patient 2	pi	2210000	1.2009e-05	6.673e-06
Patient 2	theta	2210000	4.1852e-05	2.3613e-05
Patient 2	td	2210000	-1.983343694	-1.905570973
Patient 2	pi	2220000	4.1415e-05	4.5491e-05
Patient 2	theta	2220000	6.0439e-05	5.3175e-05
Patient 2	td	2220000	-0.856012771	-0.360084911
Patient 2	pi	2230000	4.153e-05	4.575e-05
Patient 2	theta	2230000	6.1371e-05	5.4566e-05
Patient 2	td	2230000	-0.880461193	-0.41385032
Patient 2	pi	2240000	4.1682e-05	4.523e-05
Patient 2	theta	2240000	6.2663e-05	5.3088e-05
Patient 2	td	2240000	-0.924241646	-0.356508237
Patient 2	pi	2250000	4.1589e-05	4.666e-05
Patient 2	theta	2250000	6.1396e-05	5.5211e-05
Patient 2	td	2250000	-0.880158853	-0.393886904
Patient 2	pi	2260000	4.4451e-05	4.9469e-05
Patient 2	theta	2260000	6.7347e-05	5.8768e-05
Patient 2	td	2260000	-0.922443216	-0.398299839
Patient 2	pi	2270000	4.6189e-05	4.9983e-05
Patient 2	theta	2270000	7.2597e-05	5.9142e-05
Patient 2	td	2270000	-0.997690761	-0.387852225
Patient 2	pi	2280000	4.6876e-05	5.0331e-05
Patient 2	theta	2280000	7.433e-05	5.7117e-05
Patient 2	td	2280000	-1.013571837	-0.287691175
Patient 2	pi	2290000	4.6965e-05	5.1418e-05
Patient 2	theta	2290000	7.2908e-05	5.8857e-05
Patient 2	td	2290000	-0.970073984	-0.328100376
Patient 2	pi	2300000	4.8501e-05	5.2986e-05
Patient 2	theta	2300000	7.5496e-05	5.9015e-05
Patient 2	td	2300000	-0.965133687	-0.227790849
Patient 2	pi	2310000	5.0453e-05	5.5633e-05
Patient 2	theta	2310000	7.8185e-05	6.1684e-05
Patient 2	td	2310000	-0.957924247	-0.211402837
Patient 2	pi	2320000	1.7181e-05	7.387e-06
Patient 2	theta	2320000	6.0254e-05	2.5912e-05
Patient 2	td	2320000	-1.997413432	-1.903077477
Patient 2	pi	2330000	1.7961e-05	7.779e-06
Patient 2	theta	2330000	6.3012e-05	2.7299e-05
Patient 2	td	2330000	-1.999005808	-1.911195005
Patient 2	pi	2340000	1.7563e-05	8.416e-06
Patient 2	theta	2340000	6.1397e-05	2.9546e-05
Patient 2	td	2340000	-1.993886891	-1.927426691
Patient 2	pi	2350000	1.9148e-05	8.673e-06
Patient 2	theta	2350000	6.6838e-05	3.0469e-05
Patient 2	td	2350000	-1.997169008	-1.942518837
Patient 2	pi	2360000	1.8365e-05	1.1126e-05
Patient 2	theta	2360000	6.4283e-05	3.898e-05
Patient 2	td	2360000	-2.001013803	-1.971968347
Patient 2	pi	2370000	1.6683e-05	1.2987e-05
Patient 2	theta	2370000	5.867e-05	4.5554e-05
Patient 2	td	2370000	-2.001636323	-1.97791471
Patient 2	pi	2380000	1.6323e-05	1.2856e-05
Patient 2	theta	2380000	5.739e-05	4.5082e-05
Patient 2	td	2380000	-2.000142821	-1.976575421
Patient 2	pi	2390000	1.6329e-05	1.2319e-05
Patient 2	theta	2390000	5.7411e-05	4.3179e-05
Patient 2	td	2390000	-2.000679755	-1.969029657
Patient 2	pi	2400000	1.6279e-05	1.1383e-05
Patient 2	theta	2400000	5.7246e-05	4.01e-05
Patient 2	td	2400000	-2.0011463	-1.969425189
Patient 2	pi	2410000	1.715e-05	1.2721e-05
Patient 2	theta	2410000	6.0321e-05	4.4838e-05
Patient 2	td	2410000	-2.003736257	-1.985554554
Patient 2	pi	2420000	1.6691e-05	1.2017e-05
Patient 2	theta	2420000	5.8391e-05	4.2355e-05
Patient 2	td	2420000	-2.000666841	-1.975783455
Patient 2	pi	2430000	1.6567e-05	1.1152e-05
Patient 2	theta	2430000	5.7444e-05	3.9288e-05
Patient 2	td	2430000	-1.992487642	-1.958594901
Patient 2	pi	2440000	1.6709e-05	1.107e-05
Patient 2	theta	2440000	5.8135e-05	3.9003e-05
Patient 2	td	2440000	-1.995051331	-1.961104414
Patient 2	pi	2450000	1.4642e-05	1.0311e-05
Patient 2	theta	2450000	5.0988e-05	3.6311e-05
Patient 2	td	2450000	-1.991139512	-1.968125385
Patient 2	pi	2460000	1.5212e-05	7.841e-06
Patient 2	theta	2460000	5.2999e-05	2.7747e-05
Patient 2	td	2460000	-1.990666799	-1.936538636
Patient 2	pi	2470000	1.5265e-05	7.401e-06
Patient 2	theta	2470000	5.3206e-05	2.619e-05
Patient 2	td	2470000	-1.990556751	-1.949204177
Patient 2	pi	2480000	1.503e-05	7.31e-06
Patient 2	theta	2480000	5.2402e-05	2.5869e-05
Patient 2	td	2480000	-1.992924402	-1.95643467
Patient 2	pi	2490000	1.4772e-05	7.573e-06
Patient 2	theta	2490000	5.1496e-05	2.6797e-05
Patient 2	td	2490000	-1.990682283	-1.959139513
Patient 2	pi	2500000	1.4294e-05	7.174e-06
Patient 2	theta	2500000	4.9801e-05	2.5385e-05
Patient 2	td	2500000	-1.989991374	-1.951690806
Patient 2	pi	2510000	1.3439e-05	5.486e-06
Patient 2	theta	2510000	4.6482e-05	1.9414e-05
Patient 2	td	2510000	-1.977260334	-1.900196356
Patient 2	pi	2520000	1.2692e-05	5.44e-06
Patient 2	theta	2520000	4.4147e-05	1.9251e-05
Patient 2	td	2520000	-1.982079582	-1.905584038
Patient 2	pi	2530000	1.3134e-05	5.689e-06
Patient 2	theta	2530000	4.6176e-05	2.0121e-05
Patient 2	td	2530000	-1.992169568	-1.914360908
Patient 2	pi	2540000	1.2756e-05	5.728e-06
Patient 2	theta	2540000	4.4829e-05	2.0261e-05
Patient 2	td	2540000	-1.992830626	-1.902557963
Patient 2	pi	2550000	1.3965e-05	5.672e-06
Patient 2	theta	2550000	4.8961e-05	2.0062e-05
Patient 2	td	2550000	-1.99661606	-1.895795091
Patient 2	pi	2560000	1.3696e-05	5.208e-06
Patient 2	theta	2560000	4.8006e-05	1.8418e-05
Patient 2	td	2560000	-1.995806591	-1.841325238
Patient 2	pi	2570000	1.4263e-05	4.865e-06
Patient 2	theta	2570000	5.0005e-05	1.7205e-05
Patient 2	td	2570000	-1.997219778	-1.834449237
Patient 2	pi	2580000	1.488e-05	4.853e-06
Patient 2	theta	2580000	5.2186e-05	1.7164e-05
Patient 2	td	2580000	-1.998530282	-1.825241824
Patient 2	pi	2590000	1.5601e-05	4.498e-06
Patient 2	theta	2590000	5.4709e-05	1.5907e-05
Patient 2	td	2590000	-1.998550374	-1.741400253
Patient 2	pi	2600000	1.4462e-05	4.62e-06
Patient 2	theta	2600000	5.0676e-05	1.634e-05
Patient 2	td	2600000	-1.99304176	-1.806415151
Patient 2	pi	2610000	1.5464e-05	5.249e-06
Patient 2	theta	2610000	5.4536e-05	1.8563e-05
Patient 2	td	2610000	-2.002953152	-1.84301206
Patient 2	pi	2620000	1.6816e-05	5.908e-06
Patient 2	theta	2620000	5.8836e-05	2.0896e-05
Patient 2	td	2620000	-1.996399737	-1.862938176
Patient 2	pi	2630000	1.6038e-05	5.585e-06
Patient 2	theta	2630000	5.6068e-05	1.9763e-05
Patient 2	td	2630000	-1.995271526	-1.851648454
Patient 2	pi	2640000	1.5765e-05	5.152e-06
Patient 2	theta	2640000	5.5107e-05	1.8231e-05
Patient 2	td	2640000	-1.995067398	-1.796631425
Patient 2	pi	2650000	1.5157e-05	4.779e-06
Patient 2	theta	2650000	5.3117e-05	1.6911e-05
Patient 2	td	2650000	-1.995529244	-1.76826673
Patient 2	pi	2660000	1.4391e-05	5.503e-06
Patient 2	theta	2660000	5.0409e-05	1.9473e-05
Patient 2	td	2660000	-1.994616802	-1.804356585
Patient 2	pi	2670000	1.4751e-05	4.538e-06
Patient 2	theta	2670000	5.1688e-05	1.6059e-05
Patient 2	td	2670000	-1.996555961	-1.752086753
Patient 2	pi	2680000	1.3802e-05	4.689e-06
Patient 2	theta	2680000	4.8324e-05	1.6593e-05
Patient 2	td	2680000	-1.993639998	-1.768909537
Patient 2	pi	2690000	1.4376e-05	4.9e-06
Patient 2	theta	2690000	5.0233e-05	1.734e-05
Patient 2	td	2690000	-1.995507305	-1.826439349
Patient 2	pi	2700000	1.5151e-05	5.289e-06
Patient 2	theta	2700000	5.2985e-05	1.8716e-05
Patient 2	td	2700000	-1.997843577	-1.862624248
Patient 2	pi	2710000	1.4256e-05	4.443e-06
Patient 2	theta	2710000	4.982e-05	1.5722e-05
Patient 2	td	2710000	-1.995959249	-1.826687605
Patient 2	pi	2720000	1.2466e-05	4.829e-06
Patient 2	theta	2720000	4.3952e-05	1.7089e-05
Patient 2	td	2720000	-1.996134813	-1.812937401
Patient 2	pi	2730000	1.2505e-05	5.558e-06
Patient 2	theta	2730000	4.4093e-05	1.9667e-05
Patient 2	td	2730000	-1.996618279	-1.882091747
Patient 2	pi	2740000	1.2443e-05	5.599e-06
Patient 2	theta	2740000	4.3871e-05	1.9814e-05
Patient 2	td	2740000	-1.996259435	-1.892516276
Patient 2	pi	2750000	1.3036e-05	6.721e-06
Patient 2	theta	2750000	4.5968e-05	2.3784e-05
Patient 2	td	2750000	-1.998840127	-1.93219207
Patient 2	pi	2760000	1.3442e-05	6.796e-06
Patient 2	theta	2760000	4.7397e-05	2.4049e-05
Patient 2	td	2760000	-1.997313024	-1.89678191
Patient 2	pi	2770000	1.2831e-05	7.191e-06
Patient 2	theta	2770000	4.5237e-05	2.5446e-05
Patient 2	td	2770000	-1.994537024	-1.921132779
Patient 2	pi	2780000	1.3059e-05	7.266e-06
Patient 2	theta	2780000	4.6043e-05	2.571e-05
Patient 2	td	2780000	-1.996122311	-1.92228465
Patient 2	pi	2790000	1.2257e-05	7.35e-06
Patient 2	theta	2790000	4.3369e-05	2.6011e-05
Patient 2	td	2790000	-1.996539618	-1.920954032
Patient 2	pi	2800000	1.2983e-05	7.485e-06
Patient 2	theta	2800000	4.5936e-05	2.6488e-05
Patient 2	td	2800000	-1.997872998	-1.944718242
Patient 2	pi	2810000	1.3369e-05	8.29e-06
Patient 2	theta	2810000	4.7141e-05	2.9334e-05
Patient 2	td	2810000	-1.997003374	-1.962310945
Patient 2	pi	2820000	1.3375e-05	7.408e-06
Patient 2	theta	2820000	4.7155e-05	2.6203e-05
Patient 2	td	2820000	-1.995657142	-1.942905992
Patient 2	pi	2830000	1.4729e-05	6.983e-06
Patient 2	theta	2830000	5.1947e-05	2.4699e-05
Patient 2	td	2830000	-1.998054628	-1.923614624
Patient 2	pi	2840000	1.6253e-05	8.047e-06
Patient 2	theta	2840000	5.7339e-05	2.8464e-05
Patient 2	td	2840000	-2.002638838	-1.948212196
Patient 2	pi	2850000	1.5983e-05	6.885e-06
Patient 2	theta	2850000	5.639e-05	2.4352e-05
Patient 2	td	2850000	-2.003236154	-1.92090487
Patient 2	pi	2860000	1.5894e-05	6.029e-06
Patient 2	theta	2860000	5.5928e-05	2.1325e-05
Patient 2	td	2860000	-2.003239495	-1.910298855
Patient 2	pi	2870000	1.5236e-05	6.281e-06
Patient 2	theta	2870000	5.3599e-05	2.2218e-05
Patient 2	td	2870000	-1.998946353	-1.91850307
Patient 2	pi	2880000	1.5138e-05	6.778e-06
Patient 2	theta	2880000	5.3251e-05	2.3976e-05
Patient 2	td	2880000	-1.998145495	-1.930264233
Patient 2	pi	2890000	1.5465e-05	8.378e-06
Patient 2	theta	2890000	5.4406e-05	2.9635e-05
Patient 2	td	2890000	-1.999067838	-1.965471331
Patient 2	pi	2900000	1.4875e-05	8.089e-06
Patient 2	theta	2900000	5.232e-05	2.8613e-05
Patient 2	td	2900000	-1.997998646	-1.96443038
Patient 2	pi	2910000	1.3928e-05	8.931e-06
Patient 2	theta	2910000	4.9126e-05	3.1594e-05
Patient 2	td	2910000	-2.000490481	-1.970622707
Patient 2	pi	2920000	1.4483e-05	8.504e-06
Patient 2	theta	2920000	5.0938e-05	3.0091e-05
Patient 2	td	2920000	-2.000230516	-1.965243049
Patient 2	pi	2930000	1.3491e-05	8.875e-06
Patient 2	theta	2930000	4.7398e-05	3.1407e-05
Patient 2	td	2930000	-1.993058669	-1.959881052
Patient 2	pi	2940000	1.2264e-05	8.016e-06
Patient 2	theta	2940000	4.3047e-05	2.8367e-05
Patient 2	td	2940000	-1.98691529	-1.941600353
Patient 2	pi	2950000	1.2301e-05	8.707e-06
Patient 2	theta	2950000	4.317e-05	3.0813e-05
Patient 2	td	2950000	-1.980695059	-1.952154404
Patient 2	pi	2960000	1.1179e-05	9.539e-06
Patient 2	theta	2960000	3.9195e-05	3.3756e-05
Patient 2	td	2960000	-1.973697853	-1.967664404
Patient 2	pi	2970000	1.132e-05	9.612e-06
Patient 2	theta	2970000	3.9687e-05	3.4013e-05
Patient 2	td	2970000	-1.975626062	-1.968153369
Patient 2	pi	2980000	1.264e-05	1.0252e-05
Patient 2	theta	2980000	4.4361e-05	3.6277e-05
Patient 2	td	2980000	-1.98723817	-1.972635709
Patient 2	pi	2990000	1.1739e-05	9.859e-06
Patient 2	theta	2990000	4.1181e-05	3.4175e-05
Patient 2	td	2990000	-1.982161282	-1.929824952
Patient 2	pi	3000000	1.2948e-05	9.182e-06
Patient 2	theta	3000000	4.512e-05	3.1782e-05
Patient 2	td	3000000	-1.981316687	-1.923125589
Patient 2	pi	3010000	1.286e-05	8.408e-06
Patient 2	theta	3010000	4.4784e-05	2.8827e-05
Patient 2	td	3010000	-1.979202876	-1.874217999
Patient 2	pi	3020000	1.2682e-05	9.07e-06
Patient 2	theta	3020000	4.4348e-05	3.1193e-05
Patient 2	td	3020000	-1.980822046	-1.910458515
Patient 2	pi	3030000	1.3138e-05	9.212e-06
Patient 2	theta	3030000	4.5999e-05	3.1426e-05
Patient 2	td	3030000	-1.987663898	-1.931227589
Patient 2	pi	3040000	1.302e-05	9.334e-06
Patient 2	theta	3040000	4.5588e-05	3.1879e-05
Patient 2	td	3040000	-1.988128985	-1.932421111
Patient 2	pi	3050000	1.3487e-05	9.382e-06
Patient 2	theta	3050000	4.7247e-05	3.2081e-05
Patient 2	td	3050000	-1.992250051	-1.9450464
Patient 2	pi	3060000	1.3027e-05	1.1041e-05
Patient 2	theta	3060000	4.5769e-05	3.6907e-05
Patient 2	td	3060000	-1.992998585	-1.936335141
Patient 2	pi	3070000	1.3813e-05	1.077e-05
Patient 2	theta	3070000	4.8542e-05	3.588e-05
Patient 2	td	3070000	-1.995295318	-1.929754014
Patient 2	pi	3080000	1.3135e-05	9.486e-06
Patient 2	theta	3080000	4.6136e-05	3.1248e-05
Patient 2	td	3080000	-1.992074722	-1.892374663
Patient 2	pi	3090000	1.3596e-05	1.2501e-05
Patient 2	theta	3090000	4.7761e-05	3.8301e-05
Patient 2	td	3090000	-1.992726828	-1.861079982
Patient 2	pi	3100000	1.2908e-05	1.3224e-05
Patient 2	theta	3100000	4.5671e-05	4.0832e-05
Patient 2	td	3100000	-1.996814743	-1.871298271
Patient 2	pi	3110000	1.3437e-05	1.3056e-05
Patient 2	theta	3110000	4.7203e-05	4.0501e-05
Patient 2	td	3110000	-1.993213692	-1.875791596
Patient 2	pi	3120000	1.3621e-05	1.2798e-05
Patient 2	theta	3120000	4.7675e-05	3.951e-05
Patient 2	td	3120000	-1.990368767	-1.868402977
Patient 2	pi	3130000	1.4204e-05	1.2384e-05
Patient 2	theta	3130000	4.9755e-05	3.8588e-05
Patient 2	td	3130000	-1.993286955	-1.878602202
Patient 2	pi	3140000	1.4019e-05	1.17e-05
Patient 2	theta	3140000	4.9099e-05	3.6188e-05
Patient 2	td	3140000	-1.992563876	-1.867019685
Patient 2	pi	3150000	1.4255e-05	1.2357e-05
Patient 2	theta	3150000	4.9922e-05	3.8366e-05
Patient 2	td	3150000	-1.991002315	-1.868907647
Patient 2	pi	3160000	1.509e-05	1.0046e-05
Patient 2	theta	3160000	5.2872e-05	3.1245e-05
Patient 2	td	3160000	-1.993407106	-1.840929563
Patient 2	pi	3170000	1.5278e-05	1.011e-05
Patient 2	theta	3170000	5.3561e-05	3.1669e-05
Patient 2	td	3170000	-1.994899146	-1.844082814
Patient 2	pi	3180000	1.4957e-05	1.0144e-05
Patient 2	theta	3180000	5.2441e-05	3.1899e-05
Patient 2	td	3180000	-1.994821708	-1.857397882
Patient 2	pi	3190000	1.6531e-05	6.277e-06
Patient 2	theta	3190000	5.8016e-05	2.219e-05
Patient 2	td	3190000	-1.999341657	-1.843474697
Patient 2	pi	3200000	1.5389e-05	5.362e-06
Patient 2	theta	3200000	5.3977e-05	1.8953e-05
Patient 2	td	3200000	-1.995481333	-1.766327182
Patient 2	pi	3210000	1.5268e-05	5.292e-06
Patient 2	theta	3210000	5.3865e-05	1.8725e-05
Patient 2	td	3210000	-1.999188846	-1.766862409
Patient 2	pi	3220000	1.4898e-05	5.045e-06
Patient 2	theta	3220000	5.2715e-05	1.7854e-05
Patient 2	td	3220000	-1.998167522	-1.72299045
Patient 2	pi	3230000	1.4005e-05	4.72e-06
Patient 2	theta	3230000	4.9553e-05	1.6703e-05
Patient 2	td	3230000	-1.999207818	-1.745079387
Patient 2	pi	3240000	1.4264e-05	5.939e-06
Patient 2	theta	3240000	5.0474e-05	2.0848e-05
Patient 2	td	3240000	-1.998449766	-1.820876971
Patient 2	pi	3250000	1.2581e-05	4.944e-06
Patient 2	theta	3250000	4.4519e-05	1.7326e-05
Patient 2	td	3250000	-1.995064204	-1.792269477
Patient 2	pi	3260000	1.2047e-05	5.87e-06
Patient 2	theta	3260000	4.2629e-05	2.0459e-05
Patient 2	td	3260000	-1.994600618	-1.87467394
Patient 2	pi	3270000	1.0804e-05	6.108e-06
Patient 2	theta	3270000	3.8233e-05	2.1298e-05
Patient 2	td	3270000	-1.991109639	-1.90066679
Patient 2	pi	3280000	1.0369e-05	6.991e-06
Patient 2	theta	3280000	3.6693e-05	2.4272e-05
Patient 2	td	3280000	-1.987494336	-1.919944131
Patient 2	pi	3290000	8.389e-06	6.92e-06
Patient 2	theta	3290000	2.9685e-05	2.4007e-05
Patient 2	td	3290000	-1.965175969	-1.903564846
Patient 2	pi	3300000	9.388e-06	7.493e-06
Patient 2	theta	3300000	3.3223e-05	2.6035e-05
Patient 2	td	3300000	-1.977298193	-1.932384294
Patient 2	pi	3310000	8.761e-06	7.261e-06
Patient 2	theta	3310000	3.1003e-05	2.5211e-05
Patient 2	td	3310000	-1.969509711	-1.91611593
Patient 2	pi	3320000	9.284e-06	7.232e-06
Patient 2	theta	3320000	3.2852e-05	2.5109e-05
Patient 2	td	3320000	-1.973345121	-1.914651141
Patient 2	pi	3330000	1.0425e-05	8.395e-06
Patient 2	theta	3330000	3.6891e-05	2.9201e-05
Patient 2	td	3330000	-1.983693195	-1.932698269
